Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
51,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,1,6080.216728157915,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,
36,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,1,2577.566065408071,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,
34,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,2,5829.195549056078,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,
55,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,2,16598.152273824442,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,
24,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,3,5872.663185709155,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,
30,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,1,2159.304944013175,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,
26,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,2,2785.1493057760786,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,
22,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,1,2183.7394760202405,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,
36,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,1,8916.808042237768,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,
30,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,2,2806.372425029179,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,
37,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,3,2861.173808593269,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,
40,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,3,5668.085210355384,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,
42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,3,2331.2967749980357,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,
37,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,2,6343.303438399806,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,
43,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,3,14336.0,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,No
40,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,1,3448.0,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,No
54,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,1,19406.0,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,No
34,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,1,6538.0,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,No
31,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,1,4306.0,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,No
43,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,1,2258.0,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,No
43,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,3,4522.0,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,No
25,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,2,4487.0,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,No
37,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,1,4449.0,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,No
31,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,1,2218.0,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,No
39,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,3,19197.0,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,No
56,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,1,13212.0,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,No
30,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,2,6577.0,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,No
41,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,1,8392.0,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,No
28,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,3,4558.0,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,No
25,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,1,4031.0,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,Yes
52,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,1,7969.0,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,No
45,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,1,2654.0,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,No
52,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,1,16555.0,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,No
42,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,3,4556.0,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,No
30,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,2,6091.0,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,No
60,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,1,19566.0,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,No
46,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,3,4810.0,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,No
42,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,1,4523.0,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,No
24,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,2,3202.0,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,Yes
34,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,3,2351.0,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,Yes
38,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,1,1702.0,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,No
40,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,1,18041.0,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,No
26,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,3,2886.0,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,No
30,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,1,2097.0,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,No
29,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,1,11935.0,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,No
29,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,1,2546.0,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,Yes
19,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,2,2564.0,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Yes
30,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,1,8412.0,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,No
57,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,3,14118.0,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,No
50,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,1,17046.0,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,No
30,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,2,2564.0,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,No
60,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,1,10266.0,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,No
47,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,3,5070.0,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,No
46,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,1,17861.0,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,No
35,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,2,4230.0,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,No
54,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,2,3780.0,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,No
34,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,3,2768.0,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,No
46,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,1,9071.0,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,No
31,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,3,10648.0,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,No
33,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,1,13610.0,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,Yes
33,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,3,3408.0,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,Yes
30,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,2,2983.0,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,No
35,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,1,7632.0,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,No
31,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,1,9824.0,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Yes
34,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,3,9950.0,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,Yes
42,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,1,2093.0,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,No
36,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,2,9980.0,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,No
22,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,2,3894.0,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Yes
48,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,1,4051.0,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,No
55,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,2,16835.0,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,No
41,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,2,6230.0,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,No
35,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,1,4717.0,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,No
40,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,2,13237.0,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,No
39,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,1,3755.0,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,No
31,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,2,6582.0,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,No
42,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,1,7406.0,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,No
45,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,1,4805.0,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,No
26,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,3,2741.0,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Yes
29,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,3,4262.0,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,No
33,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,3,16184.0,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,No
31,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,3,11557.0,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,No
18,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,2,1878.0,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,Yes
40,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,3,10932.0,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,No
41,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,2,6811.0,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,No
26,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,3,4306.0,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,No
35,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,2,4859.0,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,No
34,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,2,5337.0,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,No
26,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,2,2340.0,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Yes
37,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,2,7491.0,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,No
46,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,1,10527.0,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,No
41,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,1,16595.0,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,No
37,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,3,8834.0,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,No
52,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,3,5577.0,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,No
32,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,1,4707.0,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,Yes
24,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,1,2400.0,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,No
38,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,1,9824.0,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,No
37,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,1,6447.0,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,No
49,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,3,19502.0,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,No
24,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,1,2725.0,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,No
26,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,1,6272.0,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,No
24,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,1,2127.0,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,No
50,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,1,18200.0,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,No
25,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,1,2096.0,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,No
24,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,1,2886.0,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,Yes
30,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,1,2033.0,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Yes
34,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,1,3622.0,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,No
31,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,3,4233.0,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Yes
35,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,2,3681.0,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,No
31,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,3,5460.0,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,No
27,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,3,2187.0,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,No
37,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,1,9602.0,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,No
20,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,2,2836.0,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,No
42,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,1,4089.0,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,No
43,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,3,16627.0,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,No
38,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,2,2619.0,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,No
43,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,3,5679.0,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,No
48,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,1,15402.0,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,No
44,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,2,5985.0,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,No
34,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,3,2579.0,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,No
27,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,3,3041.0,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Yes
21,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,2,3447.0,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,No
44,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,1,19223.781121089658,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,
22,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,1,2492.323776828259,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,
33,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,3,5721.126288644828,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,
32,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,1,5303.688331515399,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,
30,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,3,2174.8589341369493,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,
53,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,2,6112.061640454871,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,
34,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,1,2921.0083379048456,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,
45,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,1,5454.213630240938,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,
26,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,1,2412.605171909464,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,
37,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,1,8502.709512878337,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,
29,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,1,5801.670061373662,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,
35,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,2,6207.6416407769675,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,
33,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,3,6448.392408710809,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,
54,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,1,8730.48606764282,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,
36,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,3,6065.947853610601,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,
27,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,2,2722.4595710729322,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,
20,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,2,2487.9043554811365,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,
33,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,2,3027.9231853997426,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,
35,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,1,2150.0455726874206,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,
23,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,1,2487.9357507970553,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,
25,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,1,5567.238222727491,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,
