CustomerID,PurchaseDate,TransactionAmount,ProductInformation,OrderID,Location
9210,2023-05-13,99.65,Product C,626560,New York
8405,2023-05-13,229.33,Product A,862569,Paris
5460,2023-05-13,544.58,Product D,184349,New York
4637,2023-05-13,749.38,Product B,567432,Paris
2263,2023-05-13,647.04,Product B,257538,London
7670,2023-05-13,115.4,Product A,627611,Paris
9693,2023-05-13,201.96,Product C,468154,London
1120,2023-05-13,999.44,Product C,688730,Paris
7723,2023-05-13,777.22,Product D,989587,New York
3196,2023-05-13,847.68,Product D,846606,Paris
4892,2023-05-13,786.46,Product C,826596,New York
7529,2023-05-13,440.15,Product B,899049,London
6354,2023-05-13,700.79,Product B,152973,Tokyo
6873,2023-05-13,307.19,Product B,981473,London
5254,2023-05-14,579.39,Product C,236014,Tokyo
3262,2023-05-14,215.27,Product C,794395,Tokyo
2633,2023-05-14,911.34,Product A,857537,London
2341,2023-05-14,452.28,Product C,181896,New York
6542,2023-05-14,527.87,Product A,553873,London
3150,2023-05-14,840.13,Product A,136862,Paris
8126,2023-05-14,643.39,Product C,464032,Tokyo
8199,2023-05-14,527.52,Product B,481574,Paris
1166,2023-05-14,948.58,Product A,353080,Tokyo
9901,2023-05-14,498.97,Product B,992400,Tokyo
9064,2023-05-15,315.96,Product D,139807,New York
7566,2023-05-15,511.55,Product D,670053,New York
6986,2023-05-15,686.11,Product D,907788,New York
6688,2023-05-15,434.09,Product C,172306,Paris
4683,2023-05-15,295.78,Product D,693127,Tokyo
4510,2023-05-15,140.99,Product D,354801,Tokyo
4116,2023-05-15,454.13,Product D,292401,Paris
8859,2023-05-15,783.62,Product C,693128,Paris
4804,2023-05-15,741.3,Product A,283568,Tokyo
7865,2023-05-15,750.04,Product B,611945,London
2063,2023-05-16,546.75,Product C,992717,London
6439,2023-05-16,769.74,Product D,851470,Paris
3024,2023-05-16,260.21,Product B,315477,New York
1645,2023-05-16,501.39,Product B,821634,Tokyo
1643,2023-05-16,393.52,Product A,299072,Paris
6829,2023-05-16,941.73,Product D,294760,Tokyo
6939,2023-05-16,295.72,Product D,628750,Tokyo
4863,2023-05-16,437.9,Product D,305587,London
6714,2023-05-16,934.36,Product C,401769,New York
7653,2023-05-16,835.39,Product C,400850,London
8879,2023-05-16,206.13,Product D,783932,London
9004,2023-05-16,760.58,Product D,777278,Tokyo
2940,2023-05-16,766.8,Product B,913373,Tokyo
9376,2023-05-16,574.96,Product B,198867,New York
1182,2023-05-16,876.02,Product B,229221,New York
1944,2023-05-16,418.55,Product D,684357,London
1082,2023-05-17,600.69,Product A,419491,London
3762,2023-05-17,766.84,Product D,923353,New York
9918,2023-05-17,182.11,Product D,483041,New York
5888,2023-05-17,606.76,Product C,398384,Tokyo
1517,2023-05-17,948.72,Product A,300051,New York
9443,2023-05-17,249.52,Product B,405420,Tokyo
3148,2023-05-17,689.15,Product A,855829,Paris
8796,2023-05-17,747.86,Product D,375311,New York
1972,2023-05-17,357.31,Product C,725850,London
4943,2023-05-17,550.17,Product D,902903,Paris
9044,2023-05-17,784.15,Product C,494322,Paris
9897,2023-05-17,661.53,Product B,991737,Paris
3661,2023-05-17,248.07,Product D,809922,Paris
7170,2023-05-18,906.98,Product A,367865,London
7431,2023-05-18,123.09,Product C,986589,Tokyo
7455,2023-05-18,568.75,Product A,188025,Tokyo
7049,2023-05-18,557.0,Product D,233636,New York
5033,2023-05-18,598.57,Product A,539589,Paris
7824,2023-05-18,314.6,Product A,725905,Tokyo
3420,2023-05-18,707.65,Product B,911982,New York
1273,2023-05-18,76.86,Product C,326222,New York
6661,2023-05-18,306.16,Product D,823846,Paris
9108,2023-05-19,883.52,Product D,399628,New York
8359,2023-05-19,992.85,Product D,278852,London
5660,2023-05-19,26.14,Product B,416503,New York
6277,2023-05-19,156.85,Product B,388375,Paris
4616,2023-05-19,720.67,Product A,318877,Tokyo
7916,2023-05-19,72.89,Product D,724834,Tokyo
1530,2023-05-19,161.9,Product D,488984,Paris
7859,2023-05-19,916.75,Product B,386886,Tokyo
7240,2023-05-19,535.25,Product D,630108,Tokyo
4770,2023-05-19,803.91,Product B,767542,London
7730,2023-05-19,151.29,Product B,753484,Paris
8149,2023-05-19,984.39,Product A,503906,London
3837,2023-05-19,802.86,Product B,364650,Paris
1430,2023-05-19,929.79,Product C,130359,London
5382,2023-05-19,648.2,Product C,566509,Paris
1685,2023-05-19,737.98,Product D,855185,Paris
3983,2023-05-19,325.03,Product B,770718,New York
6267,2023-05-19,480.87,Product B,164879,Tokyo
3120,2023-05-20,439.37,Product D,522988,Tokyo
3719,2023-05-20,147.84,Product B,953047,London
9383,2023-05-20,950.26,Product D,677079,Tokyo
7457,2023-05-20,939.75,Product A,645940,New York
6776,2023-05-20,998.17,Product C,770532,New York
8251,2023-05-20,816.86,Product D,970914,Tokyo
9615,2023-05-20,704.3,Product C,151470,Paris
3525,2023-05-20,290.3,Product D,772036,Paris
1567,2023-05-20,622.98,Product B,778720,Paris
1025,2023-05-20,359.29,Product D,296412,New York
2293,2023-05-20,872.13,Product B,621841,London
4617,2023-05-20,836.4,Product B,220190,London
7825,2023-05-20,642.6,Product D,757629,Paris
9761,2023-05-20,58.1,Product A,794125,New York
1713,2023-05-21,393.01,Product C,365971,New York
6822,2023-05-21,309.3,Product C,951331,New York
6934,2023-05-21,892.66,Product D,841666,London
7911,2023-05-21,616.19,Product D,990136,New York
2035,2023-05-21,825.62,Product C,780776,Tokyo
3871,2023-05-21,499.42,Product A,311505,Paris
1185,2023-05-21,209.18,Product C,366776,New York
3280,2023-05-21,309.8,Product C,790658,London
6134,2023-05-21,67.43,Product D,386814,London
5285,2023-05-22,365.96,Product B,165142,New York
7666,2023-05-22,935.68,Product D,600641,London
5350,2023-05-22,785.07,Product B,856442,New York
7797,2023-05-22,108.03,Product D,745558,Tokyo
9266,2023-05-22,180.83,Product B,841995,Tokyo
6499,2023-05-22,98.41,Product C,334176,Paris
4387,2023-05-22,147.19,Product B,244818,Paris
1190,2023-05-22,935.03,Product D,993251,Tokyo
7275,2023-05-22,490.73,Product D,139285,London
1828,2023-05-22,999.29,Product A,197793,London
3879,2023-05-22,610.56,Product C,966589,London
7909,2023-05-22,887.26,Product B,218548,London
3417,2023-05-22,690.75,Product A,916232,Tokyo
4483,2023-05-22,504.24,Product D,249811,Paris
4626,2023-05-22,232.86,Product B,382154,Tokyo
8504,2023-05-22,964.39,Product A,602248,Tokyo
5664,2023-05-22,745.5,Product C,532961,London
5192,2023-05-22,238.85,Product C,376955,Tokyo
8982,2023-05-22,324.11,Product C,334081,London
8758,2023-05-23,123.25,Product B,587623,Paris
2229,2023-05-23,641.14,Product C,638009,London
8493,2023-05-23,593.42,Product B,623059,New York
5762,2023-05-23,76.69,Product A,307007,Tokyo
7078,2023-05-23,949.89,Product D,715870,London
3535,2023-05-23,487.37,Product A,467121,Paris
6400,2023-05-23,131.01,Product C,797660,Tokyo
5088,2023-05-23,111.77,Product D,750810,London
9621,2023-05-23,256.28,Product B,685549,Tokyo
3804,2023-05-23,628.23,Product C,983456,New York
5060,2023-05-23,248.74,Product A,901164,London
9538,2023-05-23,982.29,Product D,508024,Paris
2501,2023-05-23,219.98,Product A,153035,Paris
2879,2023-05-23,352.55,Product B,773462,London
5298,2023-05-23,864.01,Product C,725969,Tokyo
1653,2023-05-24,886.8,Product D,934883,New York
4750,2023-05-24,837.6,Product A,901909,Paris
8575,2023-05-24,808.85,Product A,515182,Paris
5890,2023-05-24,117.02,Product A,452618,Paris
1193,2023-05-24,218.64,Product A,441244,Paris
2791,2023-05-24,802.05,Product B,641058,London
6236,2023-05-24,148.53,Product A,787237,Tokyo
8517,2023-05-24,466.11,Product A,605382,New York
2679,2023-05-24,743.26,Product A,719176,Tokyo
7984,2023-05-24,116.88,Product D,177060,New York
5106,2023-05-24,758.02,Product B,758765,New York
7179,2023-05-24,608.92,Product A,176319,London
9510,2023-05-24,450.62,Product A,829386,Paris
4598,2023-05-24,331.04,Product A,340174,New York
6298,2023-05-24,924.9,Product A,217996,Tokyo
7211,2023-05-24,750.65,Product B,745414,Paris
8244,2023-05-24,221.56,Product D,932291,London
7116,2023-05-25,149.94,Product D,538555,London
6644,2023-05-25,73.12,Product A,172371,Tokyo
5477,2023-05-25,764.79,Product C,468074,New York
2999,2023-05-25,860.81,Product C,652654,Tokyo
6431,2023-05-25,245.2,Product D,381631,Paris
6890,2023-05-25,896.55,Product A,214682,London
3521,2023-05-25,540.99,Product A,231939,Tokyo
2669,2023-05-25,774.76,Product A,934904,New York
7939,2023-05-25,408.25,Product B,390946,New York
9892,2023-05-25,495.19,Product B,670027,Paris
4090,2023-05-25,246.42,Product D,344907,Tokyo
3248,2023-05-25,21.24,Product D,463546,Paris
6008,2023-05-25,588.33,Product C,946934,Paris
2195,2023-05-25,69.31,Product D,535810,Tokyo
4974,2023-05-25,608.36,Product B,515898,London
8612,2023-05-25,483.75,Product B,950916,London
4920,2023-05-26,166.79,Product A,679077,Tokyo
7626,2023-05-26,643.74,Product C,220768,Tokyo
6582,2023-05-26,185.69,Product C,162448,New York
2691,2023-05-26,968.76,Product C,975427,Paris
5215,2023-05-26,194.34,Product C,929179,Paris
4812,2023-05-26,297.58,Product B,101657,New York
9331,2023-05-26,108.61,Product C,608205,New York
2033,2023-05-26,778.43,Product D,138780,Paris
8640,2023-05-26,938.12,Product A,261169,Paris
7809,2023-05-26,841.49,Product D,275377,New York
4257,2023-05-26,653.39,Product D,331148,Tokyo
5735,2023-05-26,215.21,Product D,432441,Tokyo
3173,2023-05-26,653.59,Product B,628370,Paris
5308,2023-05-26,975.3,Product A,620248,Tokyo
6411,2023-05-26,477.68,Product B,105433,London
4185,2023-05-26,699.39,Product D,519066,London
6302,2023-05-26,299.71,Product C,999695,New York
6071,2023-05-27,770.94,Product D,402808,London
3747,2023-05-27,688.74,Product D,725510,New York
1711,2023-05-27,464.83,Product A,496922,New York
8924,2023-05-27,691.77,Product C,547798,Paris
9514,2023-05-27,635.54,Product D,947228,London
9751,2023-05-27,252.36,Product D,497887,Paris
6005,2023-05-27,702.45,Product B,550081,New York
2526,2023-05-27,972.43,Product C,991401,New York
2438,2023-05-27,388.39,Product B,537605,London
3041,2023-05-27,901.05,Product C,799287,Tokyo
9673,2023-05-27,281.99,Product C,117975,Tokyo
1612,2023-05-27,810.26,Product D,182289,New York
4562,2023-05-27,86.43,Product C,931420,Tokyo
8179,2023-05-27,425.46,Product B,534130,Tokyo
5040,2023-05-27,628.78,Product B,580102,New York
5634,2023-05-27,305.57,Product D,255813,Tokyo
6303,2023-05-27,473.71,Product B,172222,London
3048,2023-05-27,242.28,Product C,880009,New York
3384,2023-05-27,39.19,Product C,534152,Tokyo
2658,2023-05-27,238.71,Product D,298663,London
4675,2023-05-27,985.03,Product B,869735,New York
4727,2023-05-28,99.48,Product A,897305,New York
9175,2023-05-28,207.67,Product B,378297,London
5923,2023-05-28,448.68,Product C,382507,Tokyo
8370,2023-05-28,341.31,Product C,477808,Paris
8078,2023-05-28,329.1,Product C,127121,New York
7971,2023-05-28,554.88,Product C,836996,Tokyo
5049,2023-05-28,994.59,Product B,583220,New York
1212,2023-05-28,258.83,Product D,970300,London
3607,2023-05-28,862.88,Product D,371782,London
4714,2023-05-28,656.25,Product A,764678,Tokyo
9689,2023-05-28,58.09,Product D,979562,Tokyo
3938,2023-05-28,925.24,Product D,941204,London
8511,2023-05-28,94.05,Product A,629979,London
3647,2023-05-28,447.42,Product D,688153,New York
5009,2023-05-28,53.79,Product D,345722,London
7445,2023-05-28,165.44,Product C,817552,Paris
4646,2023-05-28,674.63,Product B,894586,London
5201,2023-05-28,484.29,Product B,968170,Paris
2753,2023-05-28,557.69,Product C,395442,London
2582,2023-05-28,741.41,Product B,683397,New York
1049,2023-05-28,225.72,Product A,147489,Tokyo
6885,2023-05-29,196.54,Product D,120053,London
2489,2023-05-29,56.65,Product A,260265,London
7288,2023-05-29,742.35,Product A,625119,Paris
6896,2023-05-29,277.07,Product B,191537,London
9954,2023-05-29,798.01,Product B,106687,Tokyo
2036,2023-05-29,748.49,Product A,834928,New York
8242,2023-05-29,61.1,Product C,675898,London
1659,2023-05-29,758.71,Product D,644173,Tokyo
4110,2023-05-29,167.75,Product D,622987,Paris
5216,2023-05-29,823.38,Product D,583214,London
2133,2023-05-29,537.38,Product B,234628,Tokyo
7025,2023-05-29,592.5,Product B,913848,London
3555,2023-05-29,731.2,Product A,217830,New York
5558,2023-05-29,951.69,Product D,364525,New York
3221,2023-05-29,787.83,Product A,390794,London
2890,2023-05-29,358.72,Product D,711116,Tokyo
9475,2023-05-29,247.9,Product A,944554,Tokyo
8273,2023-05-29,86.12,Product B,655178,Paris
8300,2023-05-29,599.18,Product A,332873,Tokyo
2765,2023-05-29,420.33,Product A,909652,Tokyo
9797,2023-05-29,274.16,Product C,216970,Paris
2882,2023-05-29,285.78,Product B,946432,Tokyo
8692,2023-05-29,841.33,Product B,488712,Paris
7511,2023-05-29,211.66,Product D,287401,Paris
1833,2023-05-30,933.06,Product C,614379,Paris
5520,2023-05-30,405.44,Product D,525146,London
2728,2023-05-30,642.24,Product C,807256,Tokyo
9328,2023-05-30,921.95,Product B,825423,London
6269,2023-05-30,290.23,Product D,659572,Paris
3230,2023-05-30,772.45,Product A,262959,New York
2404,2023-05-30,622.43,Product B,847748,New York
2124,2023-05-30,957.71,Product A,890870,New York
7084,2023-05-30,98.59,Product B,624203,New York
5179,2023-05-30,111.88,Product A,339499,New York
3945,2023-05-30,589.59,Product B,512160,Tokyo
1719,2023-05-30,179.18,Product C,692960,London
3954,2023-05-30,90.0,Product C,761685,London
5543,2023-05-30,779.9,Product D,757193,London
3742,2023-05-31,283.34,Product A,515035,London
6432,2023-05-31,436.15,Product A,203396,Paris
2194,2023-05-31,710.6,Product B,292800,New York
8317,2023-05-31,702.32,Product B,205149,London
8342,2023-05-31,27.07,Product C,332360,Tokyo
7046,2023-05-31,711.35,Product C,654718,New York
5334,2023-05-31,793.34,Product B,545790,New York
7932,2023-05-31,383.22,Product D,726979,Tokyo
9907,2023-05-31,29.33,Product D,919898,Paris
6869,2023-05-31,790.55,Product C,116547,London
1505,2023-05-31,763.45,Product C,134283,Paris
4788,2023-05-31,17.15,Product C,297731,Tokyo
5747,2023-05-31,400.38,Product B,452497,New York
8043,2023-05-31,584.18,Product C,587575,Tokyo
3852,2023-05-31,367.88,Product B,227257,London
8951,2023-05-31,350.3,Product A,148174,New York
7889,2023-05-31,887.98,Product C,373216,Paris
2624,2023-05-31,704.76,Product B,550961,Tokyo
6850,2023-05-31,76.88,Product B,868544,New York
8657,2023-06-01,983.18,Product B,741674,New York
1086,2023-06-01,100.18,Product B,594580,Tokyo
7793,2023-06-01,336.92,Product A,604906,Tokyo
6901,2023-06-01,680.0,Product D,874415,New York
6210,2023-06-01,740.72,Product C,720298,New York
5557,2023-06-01,870.61,Product B,832052,Tokyo
9426,2023-06-01,513.65,Product D,145981,Paris
6549,2023-06-01,124.02,Product A,247594,London
9806,2023-06-01,667.45,Product B,898867,London
2695,2023-06-01,900.14,Product C,849014,New York
9880,2023-06-02,759.22,Product D,672892,London
4308,2023-06-02,630.95,Product C,435281,New York
5582,2023-06-02,989.2,Product A,234913,New York
6876,2023-06-02,458.07,Product B,878476,Tokyo
6381,2023-06-02,136.52,Product A,777406,Tokyo
4538,2023-06-02,871.0,Product C,911984,London
2133,2023-06-02,849.31,Product D,805668,Tokyo
4196,2023-06-02,390.1,Product D,529008,Tokyo
5444,2023-06-02,87.11,Product C,225200,New York
7708,2023-06-02,579.15,Product B,432427,New York
2869,2023-06-02,74.69,Product D,177680,New York
7242,2023-06-02,642.16,Product C,213609,London
3826,2023-06-02,676.85,Product C,744333,New York
8780,2023-06-02,26.47,Product C,806537,New York
6781,2023-06-02,869.04,Product D,931161,Tokyo
7342,2023-06-02,527.36,Product D,700534,London
6818,2023-06-03,637.32,Product C,674295,Paris
5803,2023-06-03,632.35,Product C,705397,London
7807,2023-06-03,487.67,Product D,355570,Tokyo
3399,2023-06-03,71.41,Product C,313910,New York
4533,2023-06-03,158.02,Product D,216587,Paris
2010,2023-06-03,783.15,Product B,237064,London
3704,2023-06-03,472.72,Product B,752483,New York
8001,2023-06-03,554.97,Product C,593687,London
2153,2023-06-03,310.87,Product B,644719,New York
4522,2023-06-03,858.01,Product B,195643,London
7251,2023-06-03,22.49,Product B,503489,Tokyo
2011,2023-06-03,552.17,Product B,700521,London
7862,2023-06-03,899.64,Product A,396439,New York
8595,2023-06-03,649.64,Product A,857750,New York
9311,2023-06-03,514.62,Product D,843167,Paris
8484,2023-06-04,309.1,Product D,994787,Tokyo
1891,2023-06-04,753.53,Product D,775990,New York
8369,2023-06-04,377.37,Product B,154040,Paris
1439,2023-06-04,848.6,Product C,315425,London
5281,2023-06-04,540.74,Product C,741603,Paris
7164,2023-06-04,740.7,Product C,208998,London
6383,2023-06-04,677.61,Product D,432043,Tokyo
2556,2023-06-04,760.62,Product A,110142,London
6319,2023-06-04,378.0,Product D,966286,Paris
7511,2023-06-04,806.54,Product C,194689,Tokyo
9452,2023-06-04,133.43,Product A,900185,London
4868,2023-06-04,369.06,Product C,670913,Paris
1721,2023-06-04,864.3,Product B,148215,Tokyo
4014,2023-06-04,393.59,Product D,244192,London
9054,2023-06-04,699.22,Product A,339030,London
4948,2023-06-04,233.09,Product B,944917,Tokyo
8598,2023-06-04,126.6,Product A,765213,New York
1305,2023-06-04,512.11,Product A,952117,Tokyo
4913,2023-06-04,964.36,Product B,893988,London
3262,2023-06-04,865.19,Product A,884140,London
1207,2023-06-04,425.86,Product D,210665,Tokyo
4878,2023-06-05,170.88,Product B,532322,New York
9564,2023-06-05,910.25,Product D,966662,London
5564,2023-06-05,78.73,Product C,468203,Tokyo
6323,2023-06-05,462.97,Product B,548324,Tokyo
8620,2023-06-05,289.48,Product C,443199,New York
9462,2023-06-05,380.17,Product A,640299,London
3656,2023-06-05,153.16,Product A,539963,Paris
3972,2023-06-05,151.82,Product D,172965,London
5067,2023-06-05,903.29,Product C,705748,Paris
2975,2023-06-05,428.09,Product B,600905,New York
3604,2023-06-05,933.4,Product C,197874,Paris
1514,2023-06-05,337.12,Product B,392004,Tokyo
5687,2023-06-05,540.28,Product C,530849,Paris
6328,2023-06-05,481.39,Product C,675191,Tokyo
3267,2023-06-05,257.5,Product D,489244,New York
7717,2023-06-05,658.23,Product B,178463,Tokyo
6327,2023-06-05,284.12,Product C,297509,London
9622,2023-06-05,371.24,Product A,491738,Tokyo
1878,2023-06-05,365.45,Product A,608149,London
6295,2023-06-05,971.26,Product C,258290,Tokyo
3926,2023-06-05,40.96,Product A,608947,London
3223,2023-06-05,467.08,Product A,372793,Tokyo
7622,2023-06-05,519.45,Product A,789606,Tokyo
8105,2023-06-06,689.91,Product B,459381,Tokyo
8736,2023-06-06,202.6,Product A,813763,Tokyo
5221,2023-06-06,393.3,Product A,681896,Paris
2391,2023-06-06,62.08,Product B,891083,New York
1305,2023-06-06,722.35,Product C,189913,London
6517,2023-06-06,768.64,Product B,726258,Tokyo
5990,2023-06-06,513.25,Product B,786393,Tokyo
4624,2023-06-06,221.22,Product C,447148,Paris
7997,2023-06-06,113.06,Product B,676680,Tokyo
7022,2023-06-06,306.26,Product D,911032,London
1480,2023-06-07,812.58,Product C,161437,Tokyo
9066,2023-06-07,985.51,Product C,614646,London
8622,2023-06-07,294.76,Product B,177449,Tokyo
2143,2023-06-07,201.56,Product D,572536,Paris
2926,2023-06-07,140.26,Product B,103704,Paris
2562,2023-06-07,532.88,Product A,340927,London
1230,2023-06-07,328.99,Product B,118786,New York
5107,2023-06-07,49.09,Product D,686179,Paris
3203,2023-06-07,850.9,Product C,923481,Tokyo
5114,2023-06-07,909.08,Product A,196781,Tokyo
7135,2023-06-07,388.65,Product D,493892,New York
9582,2023-06-08,143.9,Product B,788108,London
4517,2023-06-08,195.28,Product C,567676,London
9317,2023-06-08,115.35,Product C,982554,London
1803,2023-06-08,610.34,Product D,973294,Paris
2964,2023-06-08,87.7,Product D,743644,New York
8532,2023-06-08,87.08,Product C,703727,Tokyo
4729,2023-06-08,266.06,Product D,573039,Tokyo
8381,2023-06-08,448.29,Product D,420214,New York
4485,2023-06-08,46.29,Product C,669868,Tokyo
6916,2023-06-09,323.31,Product D,979727,Tokyo
7296,2023-06-09,984.6,Product C,846172,New York
5905,2023-06-09,666.75,Product B,377312,New York
8450,2023-06-09,409.92,Product A,373791,London
6544,2023-06-09,969.96,Product A,162678,Paris
4470,2023-06-09,198.12,Product A,883159,Tokyo
7018,2023-06-09,799.32,Product C,940064,New York
6860,2023-06-09,507.81,Product C,925115,Paris
4052,2023-06-09,751.51,Product C,139286,New York
3880,2023-06-09,920.44,Product D,926236,Tokyo
6761,2023-06-10,571.97,Product B,690462,London
3213,2023-06-10,700.65,Product B,719531,Tokyo
2625,2023-06-10,765.11,Product B,377501,New York
6598,2023-06-10,768.49,Product B,337547,London
2502,2023-06-10,911.4,Product D,466566,New York
7498,2023-06-10,717.86,Product A,720859,London
3443,2023-06-10,99.18,Product A,858711,New York
1509,2023-06-10,410.35,Product D,682959,London
1960,2023-06-10,845.91,Product A,536236,Tokyo
6570,2023-06-10,125.84,Product C,664032,Paris
1029,2023-06-10,704.99,Product D,992083,New York
5938,2023-06-10,219.12,Product B,901280,Paris
1990,2023-06-10,791.4,Product C,759104,Tokyo
4982,2023-06-10,624.79,Product B,972881,Paris
2970,2023-06-10,759.62,Product B,275284,London
6669,2023-06-10,941.5,Product C,987025,New York
8836,2023-06-10,545.36,Product C,512842,London
1440,2023-06-10,729.94,Product B,559753,Paris
4759,2023-06-10,804.28,Product D,467544,New York
